case,file,file_name,function,parent,lineno,endline,complexity,radon_grade,radon_grade_num,n_pycefr_constructs,n_pycefr_classes,max_level_num,max_level,mean_level_num,level_counts,top_classes,case_type
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,__init__,,34,51,1,A,1,199,25,5,C1,1.5025125628140703,"{""A1"": 108, ""A2"": 84, ""B1"": 6, ""C1"": 1}","{""Simple Atributte"": 71, ""Simple Assignment"": 48, ""Subscript"": 20, ""Simple Dictionary"": 8, ""Print"": 7, ""Formatted Value"": 6, ""Simple Tuple"": 5, ""Assigment with sum (total = total + 1)"": 5, ""Simple List"": 3, ""Joined String"": 3}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,__init__,,55,82,1,A,1,198,22,4,B2,1.702020202020202,"{""A2"": 103, ""A1"": 79, ""B1"": 12, ""B2"": 4}","{""Simple Atributte"": 94, ""Simple Assignment"": 26, ""Subscript"": 13, ""Files --> 'write' call function"": 8, ""Print"": 7, ""If statements expression (else)"": 7, ""Simple Tuple"": 6, ""Unary Operation"": 5, ""If statements using → __name__ == ‘__main__’"": 4, ""Lambda"": 4}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,delete_img,,239,240,1,A,1,3,2,2,A2,1.6666666666666667,"{""A2"": 2, ""A1"": 1}","{""Simple Atributte"": 2, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Speed_Game/windows/main.py,main.py,__init__,,244,254,1,A,1,36,4,2,A2,1.7222222222222223,"{""A2"": 26, ""A1"": 10}","{""Simple Atributte"": 26, ""Simple Assignment"": 7, ""Simple Tuple"": 2, ""Function with Simple argument"": 1}",Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/S3_File_Upload/main.py,main.py,upload_to_s3,,10,23,3,A,1,131,19,3,B1,1.549618320610687,"{""A1"": 68, ""A2"": 54, ""B1"": 9}","{""Simple Atributte"": 47, ""Simple Assignment"": 27, ""Alias"": 9, ""Print"": 9, ""Import"": 5, ""Simple Tuple"": 4, ""Import with 'as' extension "": 4, ""Except Handler"": 4, ""Function with Simple argument"": 4, ""Simple If statements"": 4}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/convert_png_images_to_ico_format/convertUI.py,convertUI.py,convertToICO,,20,28,2,A,1,10,4,2,A2,1.7,"{""A2"": 7, ""A1"": 3}","{""Simple Atributte"": 7, ""Simple Assignment"": 1, ""Simple If statements"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/convert_png_images_to_ico_format/convertUI.py,convertUI.py,getPNG,,14,18,1,A,1,8,5,2,A2,1.375,"{""A1"": 5, ""A2"": 3}","{""Simple Atributte"": 3, ""Simple Assignment"": 2, ""Simple List"": 1, ""Simple Tuple"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Network Usage Tracker/network_usage_tracker.py,network_usage_tracker.py,update_label,,78,103,3,A,1,21,5,2,A2,1.6666666666666667,"{""A2"": 14, ""A1"": 7}","{""Simple Atributte"": 14, ""Simple Assignment"": 3, ""Simple If statements"": 2, ""Assigment with sum (total = total + 1)"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Network Usage Tracker/network_usage_tracker.py,network_usage_tracker.py,exit_win,,38,40,2,A,1,4,3,2,A2,1.5,"{""A2"": 2, ""A1"": 2}","{""Simple Atributte"": 2, ""Simple If statements"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Network Usage Tracker/network_usage_tracker.py,network_usage_tracker.py,exit_win,,109,111,2,A,1,4,3,2,A2,1.5,"{""A2"": 2, ""A1"": 2}","{""Simple Atributte"": 2, ""Simple If statements"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Network Usage Tracker/network_usage_tracker.py,network_usage_tracker.py,start_fun,,22,23,1,A,1,2,2,2,A2,1.5,"{""A2"": 1, ""A1"": 1}","{""Simple Atributte"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Network Usage Tracker/network_usage_tracker.py,network_usage_tracker.py,convert_to_gbit,,73,74,1,A,1,2,2,1,A1,1.0,"{""A1"": 2}","{""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/steganography/dct.py,dct.py,insert,,32,64,7,B,2,68,14,4,B2,1.4705882352941178,"{""A1"": 38, ""A2"": 29, ""B2"": 1}","{""Simple Atributte"": 20, ""Simple Assignment"": 12, ""Simple Tuple"": 6, ""Subscript"": 6, ""Slice"": 6, ""'range' call function"": 5, ""Simple For Loop"": 3, ""Assigment with sum (total = total + 1)"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""1 Nested For Loop"": 2}",Coincidencia en dificultad alta
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/steganography/dct.py,dct.py,extract,,93,120,7,B,2,51,17,4,B2,1.5098039215686274,"{""A1"": 30, ""A2"": 17, ""B1"": 3, ""B2"": 1}","{""Simple Atributte"": 10, ""Simple Assignment"": 10, ""Slice"": 5, ""Subscript"": 4, ""Simplified incremental Assignment with increase amount"": 4, ""Simple Tuple"": 3, ""Assigment with sum (total = total + 1)"": 3, ""'range' call function"": 2, ""While with Else Loop"": 2, ""Simple List"": 1}",Coincidencia en dificultad alta
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/steganography/dct.py,dct.py,encode,,68,81,4,A,1,30,7,2,A2,1.0333333333333334,"{""A1"": 29, ""A2"": 1}","{""Subscript"": 16, ""Simple Assignment"": 7, ""Assigment with sum (total = total + 1)"": 2, ""Simple If statements"": 2, ""'range' call function"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}",Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/steganography/dct.py,dct.py,decode,,85,90,3,A,1,11,8,2,A2,1.1818181818181819,"{""A1"": 9, ""A2"": 2}","{""Subscript"": 4, ""'range' call function"": 1, ""Simple Assignment"": 1, ""Simplified incremental Assignment with "": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/steganography/lsb.py,lsb.py,extract,,43,63,5,A,1,29,13,4,B2,1.5862068965517242,"{""A1"": 17, ""A2"": 8, ""B1"": 3, ""B2"": 1}","{""Simple Assignment"": 7, ""Simple Atributte"": 4, ""Simplified incremental Assignment with increase amount"": 4, ""Subscript"": 3, ""Slice"": 2, ""While with Else Loop"": 2, ""Unary Operation"": 1, ""Assigment with sum (total = total + 1)"": 1, ""'assert' exception"": 1, ""Simple If statements"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/steganography/lsb.py,lsb.py,insert,,22,40,3,A,1,29,13,6,C2,1.6551724137931034,"{""A1"": 16, ""A2"": 11, ""C2"": 1, ""B2"": 1}","{""Simple Atributte"": 9, ""Simple Assignment"": 6, ""Subscript"": 3, ""Simple Tuple"": 2, ""'enumerate' call function"": 1, ""Unary Operation"": 1, ""Slice"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""'assert' exception"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/steganography/lsb.py,lsb.py,encode,,66,70,2,A,1,8,6,2,A2,1.375,"{""A1"": 5, ""A2"": 3}","{""Subscript"": 2, ""Simplified incremental Assignment with "": 2, ""'range' call function"": 1, ""Simple Assignment"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/steganography/lsb.py,lsb.py,decode,,73,77,2,A,1,7,7,2,A2,1.2857142857142858,"{""A1"": 5, ""A2"": 2}","{""'range' call function"": 1, ""Subscript"": 1, ""Simple Assignment"": 1, ""Simplified incremental Assignment with "": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/cat_command/cat.py,cat.py,readFile,,26,40,3,A,1,10,9,3,B1,1.5,"{""A1"": 6, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 2, ""Formatted Value"": 1, ""Joined String"": 1, ""Files --> 'open' call function"": 1, ""Print"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""With"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/cat_command/cat.py,cat.py,main,,57,73,3,A,1,8,5,3,B1,1.625,"{""A1"": 4, ""A2"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Except Handler"": 2, ""Simple Assignment"": 1, ""Exception --> try/except"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/cat_command/cat.py,cat.py,Logger,,11,16,2,A,1,8,8,3,B1,1.5,"{""A1"": 5, ""A2"": 2, ""B1"": 1}","{""Formatted Value"": 1, ""Joined String"": 1, ""Print"": 1, ""Simple Atributte"": 1, ""Simple Assignment"": 1, ""Function with Simple argument with Default argument"": 1, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/cat_command/cat.py,cat.py,cli,,42,55,1,A,1,7,4,2,A2,1.5714285714285714,"{""A2"": 4, ""A1"": 3}","{""Simple Atributte"": 4, ""Simple Assignment"": 1, ""Function"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/cat_command/cat.py,cat.py,CatError,,8,9,1,A,1,2,2,3,B1,3.0,"{""B1"": 2}","{""'pass' statement"": 1, ""Inherited Class from Exception"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/cat_command/cat.py,cat.py,__init__,,12,13,1,A,1,3,3,2,A2,1.6666666666666667,"{""A2"": 2, ""A1"": 1}","{""Simple Atributte"": 1, ""Simple Assignment"": 1, ""Function with Simple argument with Default argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/cat_command/cat.py,cat.py,error,,15,16,1,A,1,4,4,1,A1,1.0,"{""A1"": 4}","{""Formatted Value"": 1, ""Joined String"": 1, ""Print"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Convert_JPEG_to_PNG/converter_GUI.py,converter_GUI.py,convertToPNG,,28,35,2,A,1,7,4,2,A2,1.5714285714285714,"{""A2"": 4, ""A1"": 3}","{""Simple Atributte"": 4, ""Simple Assignment"": 1, ""Simple If statements"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Convert_JPEG_to_PNG/converter_GUI.py,converter_GUI.py,getJPG,,14,18,1,A,1,5,3,2,A2,1.4,"{""A1"": 3, ""A2"": 2}","{""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Alarm clock/alarm_clock.py,alarm_clock.py,alarm,,19,36,3,A,1,20,8,3,B1,1.55,"{""A1"": 10, ""A2"": 9, ""B1"": 1}","{""Simple Atributte"": 9, ""Formatted Value"": 3, ""Print"": 2, ""Simple Assignment"": 2, ""Joined String"": 1, ""Simple If statements"": 1, ""While with Else Loop"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Alarm clock/alarm_clock.py,alarm_clock.py,Threading,,15,17,1,A,1,3,3,2,A2,1.3333333333333333,"{""A1"": 2, ""A2"": 1}","{""Simple Atributte"": 1, ""Simple Assignment"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/export_mysql_to_csv_send_to_wocom/export_mysql_data_to_csv.py,export_mysql_data_to_csv.py,read_mysql_to_csv,,26,33,2,A,1,9,5,3,B1,1.6666666666666667,"{""A2"": 4, ""A1"": 4, ""B1"": 1}","{""Simple Atributte"": 4, ""Simple Assignment"": 2, ""Simple For Loop"": 1, ""With"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/export_mysql_to_csv_send_to_wocom/export_mysql_data_to_csv.py,export_mysql_data_to_csv.py,sql,,15,23,1,A,1,15,4,2,A2,1.6666666666666667,"{""A2"": 10, ""A1"": 5}","{""Simple Atributte"": 10, ""Simple Assignment"": 3, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/export_mysql_to_csv_send_to_wocom/export_mysql_data_to_csv.py,export_mysql_data_to_csv.py,upload_file_robots,,36,42,1,A,1,13,8,2,A2,1.3846153846153846,"{""A1"": 8, ""A2"": 5}","{""Simple Assignment"": 4, ""Simple Dictionary"": 2, ""Simple Atributte"": 2, ""Files --> 'open' call function"": 1, ""Subscript"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/export_mysql_to_csv_send_to_wocom/export_mysql_data_to_csv.py,export_mysql_data_to_csv.py,send_file_robots,,45,50,1,A,1,9,7,3,B1,1.5555555555555556,"{""A1"": 5, ""A2"": 3, ""B1"": 1}","{""Simple Dictionary"": 2, ""Simple Assignment"": 2, ""1 Nested Dictionary"": 1, ""Simple Atributte"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Ascii_art/make_art.py,make_art.py,print_out_ascii,,11,18,3,A,1,6,5,2,A2,1.1666666666666667,"{""A1"": 5, ""A2"": 1}","{""Print"": 2, ""Subscript"": 1, ""1 Nested For Loop"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Ascii_art/make_art.py,make_art.py,img_to_ascii,,21,38,2,A,1,18,8,6,C2,1.5555555555555556,"{""A1"": 12, ""A2"": 5, ""C2"": 1}","{""Simple Assignment"": 6, ""Simple Atributte"": 4, ""Simple Tuple"": 3, ""'enumerate' call function"": 1, ""Subscript"": 1, ""For Loop with Tuple as name"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,win_check,,154,168,24,D,4,35,4,1,A1,1.0,"{""A1"": 35}","{""Subscript"": 24, ""Boolean Operation"": 9, ""Function with Simple argument"": 1, ""Return"": 1}",Radon alto / PyCEFR bajo; Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,CompAI,,95,124,14,C,3,33,13,6,C2,1.5454545454545454,"{""A1"": 28, ""C1"": 3, ""C2"": 1, ""A2"": 1}","{""Simple Assignment"": 10, ""Simple If statements"": 4, ""Return"": 4, ""Simple List"": 3, ""List Comprehension with 1If statements"": 3, ""Subscript"": 2, ""Simple Tuple"": 1, ""'enumerate' call function"": 1, ""Boolean Operation"": 1, ""Slice"": 1}",Coincidencia en dificultad alta
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,choice,,37,63,7,B,2,20,13,3,B1,1.25,"{""A1"": 17, ""B1"": 2, ""A2"": 1}","{""Simple Assignment"": 5, ""Simple If statements"": 3, ""Boolean Operation"": 2, ""Simple Tuple"": 1, ""Formatted Value"": 1, ""Joined String"": 1, ""Print"": 1, ""Simple Atributte"": 1, ""Subscript"": 1, ""While with Else Loop"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,player_choice,,81,91,6,B,2,18,11,3,B1,1.1111111111111112,"{""A1"": 17, ""B1"": 1}","{""Simple List"": 2, ""Formatted Value"": 2, ""Joined String"": 2, ""Print"": 2, ""Unary Operation"": 2, ""Boolean Operation"": 2, ""Simple Assignment"": 2, ""Simple If statements"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,full_board_check,,146,151,3,A,1,6,5,2,A2,1.1666666666666667,"{""A1"": 5, ""A2"": 1}","{""Return"": 2, ""'range' call function"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,delay,,170,173,2,A,1,5,5,2,A2,1.4,"{""A1"": 3, ""A2"": 2}","{""Simple Atributte"": 1, ""Import"": 1, ""Alias"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,default,,8,10,1,A,1,2,2,1,A1,1.0,"{""A1"": 2}","{""Print"": 1, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,rules,,13,21,1,A,1,9,2,1,A1,1.0,"{""A1"": 9}","{""Print"": 8, ""Function"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,play,,24,26,1,A,1,4,3,2,A2,1.5,"{""A2"": 2, ""A1"": 2}","{""Simple Atributte"": 2, ""Function"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,names,,29,34,1,A,1,7,5,2,A2,1.2857142857142858,"{""A1"": 5, ""A2"": 2}","{""Simple Atributte"": 2, ""Simple Assignment"": 2, ""Simple Tuple"": 1, ""Function"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,first_player,,67,70,1,A,1,6,6,2,A2,1.3333333333333333,"{""A1"": 4, ""A2"": 2}","{""Simple Tuple"": 1, ""Simple Atributte"": 1, ""Import"": 1, ""Alias"": 1, ""Function"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,display_board,,73,78,1,A,1,30,4,2,A2,1.2,"{""A1"": 24, ""A2"": 6}","{""Subscript"": 18, ""Simple Atributte"": 6, ""Print"": 5, ""Function with Simple argument"": 1}",Muchos constructos simples acumulados
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,selectRandom,,128,132,1,A,1,8,7,2,A2,1.25,"{""A1"": 6, ""A2"": 2}","{""Simple Assignment"": 2, ""Simple Atributte"": 1, ""Subscript"": 1, ""Import"": 1, ""Alias"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,place_marker,,135,138,1,A,1,5,3,1,A1,1.0,"{""A1"": 5}","{""Subscript"": 2, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,space_check,,141,143,1,A,1,3,3,1,A1,1.0,"{""A1"": 3}","{""Subscript"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Tic_tac_toe_with_ai/tic-tac-toe-AI.py,tic-tac-toe-AI.py,replay,,175,177,1,A,1,4,3,2,A2,1.5,"{""A2"": 2, ""A1"": 2}","{""Simple Atributte"": 2, ""Function"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Wikipedia_search_wordcloud/wiki-search-cloud.py,wiki-search-cloud.py,gen_cloud,,11,20,2,A,1,13,7,3,B1,1.5384615384615385,"{""A1"": 7, ""A2"": 5, ""B1"": 1}","{""Simple Atributte"": 5, ""Simple Assignment"": 3, ""Print"": 1, ""Exception --> try/except"": 1, ""Except Handler"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Wikipedia_search_wordcloud/wiki-search-cloud.py,wiki-search-cloud.py,save_cloud,,24,25,1,A,1,2,2,2,A2,1.5,"{""A2"": 1, ""A1"": 1}","{""Simple Atributte"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Wikipedia_search_wordcloud/wiki-search-cloud.py,wiki-search-cloud.py,show_cloud,,29,32,1,A,1,4,2,2,A2,1.75,"{""A2"": 3, ""A1"": 1}","{""Simple Atributte"": 3, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/dork_search_google/main.py,main.py,Exploit,,40,55,4,A,1,179,24,3,B1,1.452513966480447,"{""A1"": 102, ""A2"": 73, ""B1"": 4}","{""Simple Atributte"": 56, ""Simple Assignment"": 39, ""Subscript"": 25, ""Print"": 9, ""Simple Dictionary"": 9, ""Simple Tuple"": 7, ""Assigment with sum (total = total + 1)"": 5, ""Simplified incremental Assignment with increase amount"": 4, ""Formatted Value"": 4, ""Simple If statements"": 3}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Set_Alarm/alarm.py,alarm.py,set_alarm,,18,66,10,B,2,69,16,6,C2,1.463768115942029,"{""A1"": 46, ""A2"": 17, ""B1"": 5, ""C2"": 1}","{""Simple Atributte"": 16, ""Simple Assignment"": 15, ""Print"": 9, ""Formatted Value"": 6, ""Joined String"": 4, ""Subscript"": 4, ""Simple If statements"": 4, ""While with Else Loop"": 3, ""Simple Tuple"": 1, ""'map' call function"": 1}",Coincidencia en dificultad alta
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Set_Alarm/alarm.py,alarm.py,rename_files_with_whitespaces,,7,11,3,A,1,10,5,2,A2,1.7,"{""A2"": 7, ""A1"": 3}","{""Simple Atributte"": 6, ""Simple Assignment"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""Function with Simple argument with Default argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Set_Alarm/alarm.py,alarm.py,clean_filename,,14,15,1,A,1,9,7,6,C2,1.8888888888888888,"{""A1"": 5, ""A2"": 3, ""C2"": 1}","{""Simple Atributte"": 3, ""'map' call function"": 1, ""Unary Operation"": 1, ""Subscript"": 1, ""Slice"": 1, ""Function with Simple argument"": 1, ""Return"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Set_Alarm/alarm.py,alarm.py,display_header,,68,72,1,A,1,16,5,2,A2,1.5625,"{""A2"": 9, ""A1"": 7}","{""Simple Atributte"": 9, ""Print"": 4, ""Formatted Value"": 1, ""Joined String"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Split_folder_into_subfolders/split_and_copy.py,split_and_copy.py,split,,32,41,3,A,1,13,9,5,C1,1.3846153846153846,"{""A1"": 11, ""A2"": 1, ""C1"": 1}","{""Simple Tuple"": 4, ""Simple Assignment"": 2, ""'range' call function"": 1, ""Subscript"": 1, ""Slice"": 1, ""Simple If statements"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1, ""Generator Function (yield)"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Split_folder_into_subfolders/split_and_copy.py,split_and_copy.py,start_process,,44,51,3,A,1,10,8,6,C2,1.6,"{""A1"": 8, ""C2"": 1, ""A2"": 1}","{""Simple Assignment"": 3, ""Simple Tuple"": 1, ""Formatted Value"": 1, ""Joined String"": 1, ""'enumerate' call function"": 1, ""For Loop with Tuple as name"": 1, ""Simple For Loop"": 1, ""Function with Simple argument"": 1}",PyCEFR alto / Radon bajo
python-mini-projects,/home/juan/Documents/Analisis-CC-PyCEFR/python-mini-projects/projects/Split_folder_into_subfolders/split_and_copy.py,split_and_copy.py,copyfiles,,22,29,2,A,1,6,4,2,A2,1.5,"{""A2"": 3, ""A1"": 3}","{""Simple Atributte"": 3, ""Unary Operation"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1}",Sin patrón destacado
